id,fork_status,fork_ahead_by,fork_behind_by,fork_total_commits
64692842,diverged,1,1882,1
64786941,ahead,2,0,2
64787019,identical,0,0,0
65052812,behind,0,710,0
65097998,ahead,1,0,1
65315835,diverged,2,38,2
65344862,identical,0,0,0
65348508,diverged,3,40,3
65463806,behind,0,9,0
66000554,diverged,4,7,4
66406235,diverged,1,331,1
66406238,diverged,2,1030,2
66406243,diverged,1,213,1
66472628,diverged,36,66,36
66505044,diverged,12,5,12
6659286,diverged,23,2086,23
66862546,behind,0,207,0
66862606,diverged,12,10,12
66964619,ahead,182,0,182
67139507,identical,0,0,0
67168528,behind,0,366,0
67516402,behind,0,8251,0
67624226,behind,0,33,0
67808035,behind,0,52,0
67812331,diverged,2,94,2
68622458,diverged,39,117,39
68632406,behind,0,119,0
68642982,behind,0,28,0
68756202,diverged,2,11743,2
6887910,behind,0,3326,0
6890525,diverged,43,1194,43
68908978,diverged,2,315,2
68910834,diverged,1,68,1
68949956,identical,0,0,0
68964088,behind,0,1092,0
69049448,diverged,6,279,6
69132059,diverged,1,388,1
6919931,diverged,2,167,2
69494826,diverged,29,50,29
69581174,behind,0,37,0
69593540,ahead,4,0,4
69674617,behind,0,2,0
69690553,diverged,4,74,4
69695219,diverged,3,7,3
69882188,ahead,10,0,10
6998979,diverged,2,1164,2
70065166,ahead,23,0,23
70257066,behind,0,13,0
70604587,identical,0,0,0
70817855,ahead,1,0,1
7097455,behind,0,279,0
71240123,diverged,5,1,5
7137365,diverged,2,6,2
71396633,diverged,2,3833,2
71397442,behind,0,309,0
71827671,diverged,3,23,3
71919650,behind,0,1,0
71984093,diverged,2,2,2
72046445,diverged,6,932,6
72070969,diverged,1,35,1
72127404,behind,0,233484,0
72133692,diverged,5,2269,5
72159761,behind,0,4,0
72240544,identical,0,0,0
72279004,behind,0,1,0
7247164,behind,0,7,0
72494540,identical,0,0,0
72632877,identical,0,0,0
72662739,behind,0,55,0
72831885,diverged,2,15,2
73017326,diverged,2,6,2
73193926,behind,0,9,0
733937,ahead,3,0,3
733941,ahead,165,0,165
733943,ahead,359,0,359
73400547,ahead,10,0,10
73405211,identical,0,0,0
73731547,diverged,2,167,2
74234256,identical,0,0,0
74540056,behind,0,398,0
74606524,identical,0,0,0
75104240,behind,0,597,0
75395715,behind,0,7,0
75569818,diverged,3,126,3
75660813,diverged,1,106,1
75880621,identical,0,0,0
7612039,diverged,1,3596,1
76193987,diverged,2,553,2
76383141,behind,0,36,0
77084944,diverged,1,1463,1
77860871,ahead,52,0,52
77926556,identical,0,0,0
77928449,behind,0,683,0
77937021,behind,0,470,0
78005504,diverged,1,543,1
78033849,behind,0,133,0
78034481,behind,0,5,0
78215010,behind,0,53,0
78244100,diverged,2,6436,2
78442624,diverged,38,10,38
78546258,diverged,36,2,36
78632928,behind,0,11,0
78676431,diverged,59,241,59
79254873,behind,0,3,0
79255998,identical,0,0,0
799334,diverged,1,7,1
80143473,behind,0,208,0
80234869,diverged,2,157,2
80540101,ahead,1,0,1
80562317,behind,0,4,0
80569291,behind,0,68,0
80579532,diverged,1,136,1
80777420,behind,0,1218,0
80985569,identical,0,0,0
80985684,identical,0,0,0
80985761,identical,0,0,0
80985777,identical,0,0,0
8100806,behind,0,480,0
81025249,behind,0,8,0
81357123,ahead,207,0,207
81498928,ahead,49,0,49
81588155,diverged,1,260,1
81869472,behind,0,5,0
8222958,diverged,11,1,11
82735616,diverged,8,1,8
82937169,diverged,58,180,58
82938914,behind,0,511,0
82948685,diverged,9,242,9
83071350,identical,0,0,0
83336583,ahead,27,0,27
8342848,diverged,432,7,432
8344612,diverged,5,226,5
83605810,behind,0,31,0
83697222,identical,0,0,0
84060917,diverged,1,47,1
84122829,behind,0,471,0
84241972,behind,0,93,0
8438297,diverged,2,5512,2
84459903,identical,0,0,0
84575428,diverged,5,10,5
85001612,diverged,4,74,4
85314796,diverged,9,64,9
85590832,identical,0,0,0
85600297,behind,0,1,0
85814778,diverged,5,387,5
85865716,diverged,2,56,2
86246615,behind,0,92,0
86474282,ahead,7,0,7
86611021,ahead,4,0,4
86619073,identical,0,0,0
86715158,diverged,6,83,6
86723840,ahead,1,0,1
86858669,behind,0,2873,0
87076345,behind,0,20,0
87184060,diverged,3,21,3
87189573,behind,0,16,0
87211152,behind,0,23,0
87361618,behind,0,22,0
87473079,diverged,2,8,2
87568192,diverged,1,1,1
87577760,ahead,53,0,53
87821332,behind,0,70,0
8785114,diverged,1,5,1
88139076,diverged,3,489,3
88158893,ahead,2,0,2
88160097,behind,0,2011,0
88161032,behind,0,391,0
88521074,ahead,61,0,61
8857460,diverged,3,49,3
8882033,diverged,1,2277,1
88885838,diverged,3,630,3
89012769,diverged,5,13,5
8907051,diverged,2,172,2
89714444,diverged,3,21,3
9009268,ahead,2,0,2
901310,ahead,13,0,13
9019796,ahead,24,0,24
90256484,ahead,1120,0,1120
90303832,behind,0,29,0
90385085,diverged,2963,281,2963
90434362,diverged,2,461,2
90479654,behind,0,19508,0
90780281,diverged,6,81,6
90879446,diverged,2,7228,2
90892048,ahead,5,0,5
90903141,diverged,9,4,9
90962151,diverged,3,18,3
91068701,diverged,19798,10,10000
91635815,diverged,35,297,35
92183757,ahead,1,0,1
92198417,diverged,3,4,3
92331928,identical,0,0,0
92341191,diverged,1,22,1
92517115,diverged,20,33,20
92532066,diverged,28,4,28
92764984,diverged,2,73,2
93487328,ahead,3,0,3
93560014,diverged,8,109,8
93671184,diverged,17,1025,17
94104655,diverged,1,177,1
94145966,behind,0,518,0
94371987,diverged,2,637,2
94387371,diverged,11,1,11
94450486,ahead,32,0,32
94570351,diverged,524,1940,524
946736,ahead,1,0,1
94819595,identical,0,0,0
94918169,behind,0,327,0
94923469,identical,0,0,0
95102948,ahead,1,0,1
95126861,ahead,1,0,1
95138653,behind,0,1,0
95146079,identical,0,0,0
95491243,behind,0,637,0
95787259,identical,0,0,0
95932559,identical,0,0,0
96127118,ahead,2,0,2
96232728,diverged,19,1875,19
96475363,ahead,4,0,4
96543865,diverged,1302,14,1302
96567967,behind,0,43,0
9675342,behind,0,1,0
96930335,behind,0,98,0
96931594,ahead,14,0,14
97099505,behind,0,65,0
97131681,behind,0,55,0
97131836,identical,0,0,0
97169364,behind,0,696,0
97250283,diverged,930,1452,930
97505852,behind,0,91,0
97532121,identical,0,0,0
97651490,diverged,21,4,21
97716562,behind,0,2163,0
9772991,behind,0,3,0
98294625,diverged,7,38,7
9842308,diverged,2,14,2
98456389,diverged,22,5,22
98511581,diverged,2,198,2
98685467,diverged,8,5,8
98876305,ahead,5,0,5
98901150,identical,0,0,0
98904926,behind,0,15,0
98929056,behind,0,17,0
99022712,diverged,6,8,6
99496871,behind,0,94,0
99499147,behind,0,631,0
9978651,ahead,3,0,3
